connection,attention,meditation,delta, theta, low alpha, high alpha, low beta, high beta, low gamma, high gamma, id
0,30,69,725969,327225,34248,48406,38045,36150,48714,11755,0
26,30,69,468284,127866,5424,20455,22926,56420,2653,3694,0
26,30,69,879362,49706,16060,14037,21342,13458,15567,2740,0
26,30,69,1101443,28889,9708,54925,10787,9967,15079,2455,0
0,29,75,780820,58795,41594,129537,14149,98820,10549,6992,0
26,29,75,1306172,132628,32969,125919,31801,187571,19786,2829,0
26,29,75,369982,323584,15194,13400,5931,13313,18963,1062,0
26,29,75,1496293,391182,70494,110169,26673,76798,45807,10143,0
26,29,75,179651,10363,6718,4716,4410,2874,1984,1478,0
0,27,77,926554,148531,77927,369037,16259,80101,70787,6671,0
0,20,78,215517,79447,6664,47518,8754,15348,10028,2048,0
0,23,90,394678,90467,43448,81043,25988,29243,33358,6400,0
26,23,90,85540,6852,2577,4783,834,9528,639,173,0
0,20,75,59967,123856,9532,20115,2207,45035,3971,1639,0
0,26,61,1136093,575327,103429,210653,105256,304904,47381,21459,0
0,21,66,1034049,255287,53693,285876,4057,23476,85031,9082,0
26,21,66,91952,8612,921,5607,983,11886,153,195,0
0,20,60,2725160,1427134,119242,491711,43325,224507,138110,44250,0
26,20,60,63118,5804,2357,8171,2051,4821,842,1460,0
26,20,60,430655,66825,2494,10375,11664,64932,4551,1920,0
0,17,74,2412677,416707,150373,475833,73597,227869,176395,23501,0
0,17,80,71052,47576,10345,43479,4105,34596,3260,4503,0
0,37,64,259745,127848,26796,27149,17027,172823,9114,4404,0
0,44,60,580044,193539,28823,40476,28647,129577,29131,9793,0
26,44,60,753483,130492,4510,24579,10726,9312,5308,1243,0
0,47,54,2082464,882485,249451,422891,42365,460584,82850,40885,0
26,47,54,206042,65454,13234,39383,3461,30726,1951,1209,0
0,35,41,847707,520297,54523,24190,142680,29191,24605,3698,0
0,30,51,338278,94282,34310,131697,12859,130269,11572,4418,0
0,24,54,166995,102949,32087,9905,31949,18585,4907,2419,0
26,24,54,1600548,181166,7645,68884,13203,48400,30756,3055,0
0,29,57,128717,11688,7745,44985,3772,48269,6797,1477,0
26,29,57,632123,109037,12793,11241,5485,11790,12037,2552,0
0,37,75,1161623,221266,3419,258958,19955,83310,48679,8544,0
26,37,75,116442,58178,9411,29836,2948,11775,5823,3502,0
26,37,75,109448,46421,2505,31713,3669,33832,1812,1225,0
0,34,70,45672,40612,9088,23194,5682,18809,3271,1464,0
0,38,70,1084677,315478,20264,100708,17560,117351,10768,2285,0
0,38,64,2439532,467401,79909,318948,78592,603864,30746,12365,0
26,38,64,103029,102351,5700,21962,6910,53836,1741,1284,0
26,38,64,226557,15649,1945,2601,2529,3394,3672,979,0
0,41,60,1059631,87369,14186,59750,34333,45799,27110,7181,0
0,37,57,817728,193284,32930,69982,49530,32690,25020,6710,0
26,37,57,110943,45164,9717,19736,2897,56461,2068,1316,0
0,38,54,1316029,223970,33547,33475,13159,112693,5083,2027,0
26,38,54,87386,9408,757,2186,3659,8597,1964,422,0
0,34,57,351791,33079,844,27836,9620,18631,8343,2041,0
26,34,57,2680560,392310,20912,139165,89833,28894,17328,6915,0
0,37,48,99899,110846,11156,14667,1709,70637,3160,1815,0
0,50,41,107633,34420,2394,13438,12584,56325,5537,1245,0
26,50,41,422151,6742,11177,4598,3902,8453,16388,1578,0
0,60,37,16128,9352,1557,3340,9602,28132,853,833,0
26,60,37,1748170,19514,84227,146967,27532,80923,39353,3503,0
26,60,37,89493,9567,2676,1583,5388,8244,1065,515,0
26,60,37,2273859,188722,57487,39654,22592,78191,23275,6762,0
0,70,27,344449,41226,30583,12680,32477,166636,4196,1646,0
0,69,41,776884,99795,40875,91369,12344,86063,28715,3958,0
0,51,41,2136023,426811,19200,68714,14228,27943,49026,2976,0
0,38,57,1939916,529696,327280,432690,20555,293668,160167,12845,0
0,27,67,1994880,261148,109575,249929,53243,224655,174273,20951,0
26,27,67,622117,22957,1928,19130,2967,61077,1662,1226,0
26,27,67,39908,17677,2172,8359,482,9305,642,423,0
0,20,70,1629067,150829,49804,151500,16718,26071,70055,9014,0
0,30,84,666928,108060,27181,195127,16694,117318,8681,7998,0
0,21,81,257146,338192,37349,186399,20403,29378,19277,3951,0
0,23,84,684334,110205,105673,154384,23870,166763,26241,2756,0
0,34,70,194256,82825,13292,16660,2823,40855,2594,978,0
0,35,60,106657,20552,5843,2005,6802,12680,2393,759,0
0,48,54,897674,242876,32772,76893,9813,156446,7879,4248,0
26,48,54,454717,25811,14528,15653,3946,12665,8680,903,0
0,37,47,578100,576812,18344,163149,14289,53591,10483,7208,0
0,47,43,28134,10001,4258,3265,6720,30057,768,328,0
26,47,43,54349,2629,3177,4860,1150,13679,453,391,0
0,48,48,599921,153989,28838,97108,7352,187259,13460,7558,0
0,37,50,211861,93939,6369,27530,3193,8914,2902,1470,0
0,38,47,2024892,1985680,26486,380323,114120,255302,28715,34127,0
26,38,47,695112,60543,7121,10943,5890,6940,12404,1147,0
26,38,47,413897,36670,2808,17309,2362,34698,2718,1274,0
26,38,47,1936504,64023,20369,13273,3869,18588,3958,1358,0
0,21,64,675538,53531,19547,145845,15552,22482,43879,3662,0
26,21,64,258083,80804,4106,13890,3402,16776,12470,2775,0
0,13,67,727155,180365,13946,147649,18051,53202,19564,3433,0
0,24,69,107027,42574,6449,27354,3591,42803,1852,1430,0
0,35,75,97232,31669,6064,13810,3825,24310,3264,2024,0
0,35,67,990767,286491,124741,124838,14050,54480,15153,6791,0
26,35,67,1279366,8930,9541,22468,5163,11130,6966,1312,0
26,35,67,1547663,61491,52495,26750,106955,24012,13684,5003,0
26,35,67,420774,15829,6884,18770,8451,38333,1187,3034,0
0,40,67,66533,12203,4701,12427,7528,11293,7843,1112,0
26,40,67,479864,37137,5759,13150,16440,26092,1566,1318,0
0,30,66,1836322,966487,67373,395680,95433,210678,236957,18017,0
26,30,66,687421,36595,6625,13256,9012,35780,3247,1305,0
0,21,70,985179,148504,22601,91631,37426,22528,90077,5753,0
0,20,63,380126,959433,150342,202495,48945,94305,87894,19116,0
0,17,66,1980505,57801,38116,64164,14239,50953,33328,5652,0
0,26,66,857277,163625,67666,73084,12112,171664,8218,4346,0
26,26,66,660658,45513,2754,14113,12765,12543,6433,2546,0
0,29,63,2365557,633355,121719,196957,91969,161043,231600,23154,0
0,43,74,642232,50788,47694,120741,10673,130767,5148,2507,0
0,37,83,813639,70551,186411,117372,14772,44334,8302,4059,0
0,38,83,589577,92065,34123,74681,17468,129699,26910,8556,0
26,38,83,849209,71871,3905,10049,17940,18593,8450,1360,0
0,41,90,863447,225663,61948,203816,14043,107620,15236,2332,0
0,43,81,170544,34094,6273,17903,7849,37176,2066,1560,0
26,43,81,291166,63537,1429,28467,2796,23423,6522,1002,0
0,47,60,1735530,869188,58092,208885,365840,266902,136829,29032,0
0,34,61,2238899,1061150,216356,479511,60715,106074,300227,22439,0
26,34,61,458842,9283,11616,12066,15329,23932,6219,1708,0
0,26,61,868511,463486,185559,311181,67105,74110,73600,24432,0
0,26,64,2664915,162663,6971,223933,73135,261806,46990,31904,0
0,29,66,300324,36908,10410,5009,14755,20528,10183,1273,0
0,47,64,105411,16400,3400,23570,3235,43690,1970,1008,0
0,56,61,1025532,53158,11840,61718,11534,54199,13141,5943,0
0,48,64,1023553,683458,384323,284965,91816,210663,131040,26240,0
0,50,66,217642,141591,19798,62234,12167,120782,6438,2333,0
26,50,66,159180,45409,2808,16348,2433,49447,2013,1057,0
0,43,63,1471096,616319,142538,168738,97229,313148,39107,14188,0
0,43,64,451850,74347,29698,143951,15587,139960,12212,5463,0
26,43,64,277045,77490,11530,10040,3103,32101,2941,672,0
26,43,64,63324,6402,158,2250,1213,8921,1210,549,0
0,53,57,1018800,37758,36099,24982,74652,72729,9727,3588,0
0,54,60,79034,33812,2876,25782,1353,46156,2775,2408,0
0,50,60,2528435,907086,87807,287160,125581,210157,100320,24960,0
26,50,60,193460,48322,4593,20399,3687,45349,2934,949,0
0,40,44,1780200,215561,9673,24389,56154,25423,18544,2571,0
0,24,60,160304,33293,4129,72396,3576,6668,4417,1263,0
0,23,61,426716,74612,17347,63532,18813,84094,38417,7708,0
26,23,61,175730,38728,2708,25554,1598,41362,1846,961,0
26,23,61,785414,119355,15013,15737,3412,35831,2714,1382,0
26,23,61,98775,4087,964,7214,1514,6799,714,304,0
0,27,64,220252,136866,26971,84918,15149,100891,5680,4127,0
0,40,70,108464,49027,5428,20169,4288,42806,925,2485,0
0,44,64,1181911,124948,19457,99281,7546,41213,38368,10429,0
0,38,66,796345,217866,23257,174968,9814,73599,12964,3410,0
0,29,64,1212039,320499,49999,67114,12539,36500,41046,2760,0
26,29,64,109420,4637,335,2368,613,10219,396,414,0
0,24,67,233929,59590,8847,31202,11683,23746,2892,1662,0
0,21,69,566321,594615,274682,307182,47706,120007,261234,18438,0
0,17,69,2184694,123213,28540,92903,37414,25003,12516,10915,0
26,17,69,285811,21067,6896,3629,27289,43603,2733,554,0
0,27,75,1219778,204087,92717,253726,111831,209627,64481,9710,0
0,24,70,484736,253260,9459,80285,15716,50652,19481,3547,0
0,38,66,107037,31153,12405,21276,1942,52683,3785,681,0
26,38,66,291501,28242,1291,15878,9670,33714,1971,462,0
26,38,66,239480,21241,7486,6857,8121,13192,3321,1171,0
0,37,61,1529449,787580,222066,221179,116471,113290,190794,27099,0
0,30,63,1478107,188437,137645,31303,13416,45990,21643,2239,0
0,41,67,399199,78427,28767,81386,21045,129530,10608,3770,0
0,26,67,843440,258283,9559,121886,29785,25748,39103,3770,0
26,26,67,621928,13377,15333,2342,24459,28885,2203,1114,0
0,30,75,1056234,64704,16693,93171,20544,38710,10462,4060,0
0,41,70,655101,100921,25988,76987,11277,125818,15069,2905,0
0,40,75,187935,16229,3159,31382,3032,28083,3786,1260,0
0,37,64,1121511,2099626,82313,238291,31026,95038,119047,15993,0
0,35,66,121177,21616,16760,20240,4083,9236,3446,771,0
0,35,67,703230,100078,37808,103600,7470,153265,12343,4280,0
0,30,57,1384174,136733,9800,51679,60474,79820,13233,6069,0
0,48,63,247993,37672,10470,7197,9262,26671,3447,1129,0
0,53,53,713976,85979,19283,33035,24893,53663,6271,1857,0
0,48,51,902575,184335,27469,127700,22664,102594,20834,5279,0
0,48,66,404075,12090,3913,47098,2840,23859,3687,1719,0
0,30,70,750860,315611,29731,123092,51767,18239,38319,3717,0
0,24,78,772058,127441,9018,97926,13192,29495,33947,4342,0
26,24,78,809110,17875,5205,14931,10649,29244,3322,2750,0
0,16,69,1016900,678135,36051,117626,11634,60334,40351,3819,0
0,14,60,1173729,129461,41973,38444,22046,57694,57658,6127,0
0,34,61,53911,22773,10468,20942,1671,39977,2093,1548,0
0,40,57,374493,245941,64723,113109,17648,123385,11332,7936,0
0,40,61,1148374,201981,37425,40378,65321,22554,33423,4981,0
0,38,64,970995,52630,64115,24311,44913,33427,17120,8992,0
26,38,64,72996,4454,2646,3501,1639,12161,621,319,0
0,29,66,918329,96714,4434,88381,51381,29132,53277,3368,0
26,29,66,128261,2104,3421,4105,1881,6122,1339,562,0
26,29,66,23328,8772,547,6165,1036,8351,410,270,0
0,38,57,773338,87468,12897,45335,52395,168028,3478,3740,0
26,38,57,355688,35622,7231,21043,5004,9713,8044,1015,0
0,38,74,747040,74838,52265,125319,16049,22945,42005,4904,0
0,37,70,1486817,268115,11645,190339,12715,86633,25167,3025,0
0,43,67,1232326,239459,37443,157056,12579,212647,5710,3150,0
26,43,67,33635,19843,3100,7020,817,8320,722,233,0
26,43,67,72424,10685,1776,8560,925,9555,549,409,0
0,26,80,625810,82347,90870,59707,90984,20298,14736,7713,0
0,37,69,144205,31783,8121,22688,7343,34851,1567,909,0
0,38,69,259514,18356,4853,12288,7255,8002,6105,2817,0
26,38,69,1189005,18794,8714,11445,7317,17347,3661,1654,0
0,34,77,648818,55367,49886,43900,9776,29849,27520,7829,0
0,43,75,37580,23014,1676,30826,4364,22962,2061,1791,0
0,35,77,261145,40003,13549,21755,4897,8612,3092,1855,0
0,38,83,20497,15282,11167,45878,1477,32463,1316,934,0
0,48,75,1053450,55611,8944,83007,6069,158466,19996,5149,0
0,35,70,1206131,307532,26345,125729,60076,18613,23685,2628,0
0,37,78,231077,35742,15966,98742,8043,29457,31585,2632,0
0,38,75,2018139,33194,29343,38270,11992,60904,35887,3946,0
0,34,74,137400,62692,14024,20408,4999,42564,4356,725,0
0,44,75,824729,191029,22428,119810,5637,85034,11637,4096,0
0,40,69,2193418,656263,147514,600917,23009,117311,226181,9486,0
0,27,75,621494,90857,28466,92237,4485,18331,26306,2928,0
0,20,83,928136,678740,131649,640958,41010,142313,50744,20491,0
0,24,84,144600,17368,10164,19503,3586,25291,2606,974,0
0,24,74,1384562,191715,34675,58467,175633,26717,19053,5835,0
0,23,66,379127,246649,74827,79570,19371,24628,12708,2625,0
0,40,61,162482,2639,15788,20839,2884,60641,3346,1089,0
0,37,56,2174345,377547,214861,168492,232752,220007,71320,14021,0
26,37,56,359318,17726,12968,11226,2951,35872,1404,713,0
26,37,56,309890,23005,3076,12670,4749,27328,1429,922,0
0,48,63,61514,24908,3689,25248,5057,33880,2029,1258,0
26,48,63,353096,18935,3702,21792,6452,41377,3465,1120,0
26,48,63,624365,90358,4890,3177,34543,2242,4140,1019,0
0,57,64,701962,58563,34274,70562,30570,53252,13222,3852,0
26,57,64,2536962,41197,44066,47573,98456,29674,30910,6674,0
26,57,64,195115,29364,15140,9871,7274,36313,668,992,0
0,48,67,234509,19938,7227,23034,3033,15102,10228,780,0
0,48,61,852320,218344,9832,55908,46532,96026,5107,4389,0
26,48,61,275136,48894,5312,12966,6113,39983,978,1037,0
26,48,61,134240,14821,5775,14843,5615,25473,2557,1022,0
0,38,61,352271,249464,71679,87444,19937,57206,19573,9595,0
0,41,51,2285166,750415,71218,207601,66219,497266,60753,13939,0
0,43,48,2038895,80235,19420,74468,12489,87908,41362,4146,0
0,37,54,205344,30095,5425,14478,12771,4112,10537,1907,0
0,35,57,1549168,544427,198528,317859,31017,139947,85580,20458,0
26,35,57,379005,53888,4829,20176,8983,32187,3629,2014,0
26,35,57,253160,61392,8137,10297,5815,51701,1656,2243,0
0,34,66,68251,17462,3036,18748,6725,12653,14818,582,0
0,30,74,1902752,187896,335187,221102,63558,276008,58824,21536,0
0,35,70,1040945,324557,18750,114085,19467,65338,8988,3746,0
0,43,70,865711,46129,60078,68802,29982,89313,11442,12333,0
0,44,74,620391,55717,21034,88562,20757,69230,21832,7291,0
26,44,74,1791574,79611,65273,34964,23543,19652,29286,3803,0
0,37,51,1179824,268198,19156,13540,108049,33028,61064,5519,0
0,41,57,1666420,74798,42763,60280,5624,45124,19208,4766,0
26,41,57,285610,6440,12126,8146,10728,7938,13506,1139,0
26,41,57,41518,1343,2055,5273,790,7288,368,272,0
0,38,48,187721,59836,4393,14398,2759,28408,708,1034,0
0,38,38,186484,55823,2084,19695,3336,29873,1303,747,0
0,41,53,1151080,184433,26015,101272,5753,59012,19629,3270,0
0,48,50,582084,7438,8475,12761,17749,22992,13397,1392,0
0,40,64,616869,114602,182158,29081,21647,30759,22412,6656,0
0,38,61,2142464,737709,70042,146124,224150,233312,223790,40629,0
0,29,56,47318,78384,6183,19590,1236,5006,14215,690,0
26,29,56,448898,4712,10126,24201,2832,28785,3914,1114,0
0,29,51,1168278,110044,33624,26675,6482,114713,8671,1803,0
26,29,51,425888,29450,8664,14848,1607,41266,1510,563,0
0,35,50,1286873,260425,68751,449544,103402,147593,245316,38214,0
0,35,64,1620296,83328,43449,81178,28557,49558,9807,3124,0
0,47,57,2211384,915915,38108,182359,204635,333583,26587,10631,0
0,38,74,459493,15649,10747,23657,3640,8364,3095,1060,0
26,38,74,424847,28437,1881,17997,2867,37355,897,644,0
26,38,74,198980,24858,7684,20151,3170,15755,2667,1232,0
0,29,69,1593344,116343,57077,50092,15470,14551,57415,4549,0
26,29,69,293924,33412,7421,16916,1528,26776,1680,433,0
26,29,69,379328,45436,1497,9032,2900,38460,1162,912,0
26,29,69,744428,28875,26727,4300,30873,20083,6292,755,0
26,29,69,458171,31509,13312,12726,11826,15123,3580,1216,0
0,34,56,160695,103390,8556,24133,9358,56156,2074,1127,0
26,34,56,168308,139563,15714,16065,9247,44476,2298,1071,0
0,40,69,366806,75155,32652,151201,2754,207567,13152,3319,0
26,40,69,49573,13919,2139,5333,1138,5052,1349,224,0
0,44,57,962152,119624,39244,64276,52949,99201,10086,3342,0
0,56,51,122240,58662,12915,23090,648,33162,1852,1300,0
26,56,51,424670,54256,2784,19228,4105,26468,2196,604,0
0,47,57,1376184,209125,27157,80943,25537,29833,28598,7058,0
0,29,51,537988,388588,26864,105054,19558,26712,29251,9847,0
26,29,51,979368,15078,11908,7267,16742,11472,8939,874,0
0,23,61,2348548,563223,248945,566418,85505,176433,220661,20192,0
0,14,61,930009,209190,53763,50325,22683,33287,97111,9806,0
0,14,63,2084050,151854,32061,63704,13766,27479,56332,4276,0
0,35,60,458187,122846,18512,54511,24447,197256,6315,3330,0
0,41,43,220149,46848,1487,11398,3324,22922,1831,674,0
26,41,43,256008,34467,5314,17252,4708,13635,3012,2260,0
0,44,48,1430472,183669,43933,106788,14852,57754,20789,3227,0
0,40,47,961984,334114,97233,78841,56413,27914,13628,14450,0
0,21,56,987082,207545,84794,82661,49552,18919,17494,4167,0
0,16,66,1304447,68117,51395,40450,48989,31672,16509,10416,0
0,8,63,874495,327468,43692,92208,33695,23536,38759,6024,0
0,20,63,3815906,430377,81830,228318,69247,206181,120379,14551,0
0,23,63,2082966,149992,57542,64732,17901,28954,27275,4537,0
0,16,69,1936566,365406,68382,459864,42659,63093,75933,8853,0
0,21,67,1582167,162117,10250,79361,83144,26559,23058,5205,0
0,17,70,2396169,769135,399609,389340,171586,232828,83111,15381,0
26,17,70,2264816,87019,15638,86247,14343,70113,41619,3506,0
0,21,61,393423,230592,10234,40116,9072,45937,27642,9664,0
0,35,50,293555,10057,601,10792,7459,14713,1741,1305,0
0,43,51,1642219,123633,54702,40322,52087,79071,100415,4993,0
26,43,51,1641273,83014,46495,19583,94457,21163,63298,2253,0
0,40,60,602617,66619,151441,93051,23096,29622,60683,3842,0
0,43,66,1022187,168996,9936,85303,8321,69918,64011,3330,0
0,40,67,435555,119300,26655,70069,10783,92249,13160,4138,0
0,27,64,92986,512669,19966,116043,5326,40934,34545,10107,0
0,30,50,251777,97758,23885,22901,7668,24145,2000,1225,0
0,34,61,842973,45667,66716,66914,13478,51986,18427,7799,0
0,23,61,1045764,224511,32340,92933,56830,30668,20064,2604,0
26,23,61,62854,20691,160,6799,1028,11977,495,299,0
